-c a33 -d AC -r DA_CTL -p SDO_EN = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_en_drv = 15, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_reg_c = 2, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_reg_denc = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_reg_den = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_reg_v = 3, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_reg_pd = 2, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_reg_pwslv = 0, (default=0)
-c a33 -d TCON -r TCON0_LVDS_ANA0_REG -p lvds0_reg_pwsmb = 0, (default=0)
-c a33 -d THS -r THS_CTRL0 -p  = 0
-c a33 -d THS -r THS_CTRL0 -p DATA_CLK_DIVIDER = 2, (default=0)
-c a33 -d THS -r THS_CTRL0 -p  = 0
-c a33 -d THS -r THS_CTRL0 -p TACQ = 63, (default=0)
-c a33 -d THS -r THS_CTRL1 -p  = 0
-c a33 -d THS -r THS_CTRL1 -p CHOP_TEMP_EN = 1, (default=1)
-c a33 -d THS -r THS_CTRL1 -p GPADC_CALI_EN = 0, (default=0)
-c a33 -d THS -r THS_CTRL1 -p  = 0
-c a33 -d THS -r THS_INT -p  = 0
-c a33 -d THS -r THS_INT -p TEMP_IRQ_EN = 0, (default=0)
-c a33 -d THS -r THS_INT -p  = 0
-c a33 -d THS -r DATA_FIFOS -p THS_DATA_PENDING = 1, (default=0)
-c a33 -d THS -r DATA_FIFOS -p  = 0
-c a33 -d THS -r THS_TPR -p THS_EN = 1, (default=0)
-c a33 -d THS -r THS_TPR -p THS_PER = 800, (default=0)
-c a33 -d THS -r THS_DATA -p THS_DATA = 1995, (default=0)
-c a33 -d THS -r THS_TPR -p TEMP_CDATA = 2048, (default=2048)
-c a33 -d TWI0 -r TWI_ADDR -p SLA = 0, (default=0)
-c a33 -d TWI0 -r TWI_ADDR -p GCE = 0, (default=0)
-c a33 -d TWI0 -r TWI_XADDR -p SLAX = 0, (default=0)
-c a33 -d TWI0 -r TWI_DATA -p TWI_DATA = 0, (default=0)
-c a33 -d TWI0 -r TWI_CNTR -p INT_EN = 0, (default=0)
-c a33 -d TWI0 -r TWI_CNTR -p BUS_EN = 0, (default=0)
-c a33 -d TWI0 -r TWI_CNTR -p M_STA = 0, (default=0)
-c a33 -d TWI0 -r TWI_CNTR -p M_STP = 0, (default=0)
-c a33 -d TWI0 -r TWI_CNTR -p INT_FLAG = 0, (default=0)
-c a33 -d TWI0 -r TWI_CNTR -p A_ACK = 0, (default=0)
-c a33 -d TWI0 -r TWI_STAT -p STA = 0, (default=248)
-c a33 -d TWI0 -r TWI_CCR -p CLK_M = 0, (default=0)
-c a33 -d TWI0 -r TWI_CCR -p CLK_N = 0, (default=0)
-c a33 -d TWI0 -r TWI_SRST -p SOFT_RST = 0, (default=0)
-c a33 -d TWI0 -r TWI_EFR -p DBN = 0, (default=0)
-c a33 -d TWI0 -r TWI_LCR -p SCL_STATE = 0, (default=1)
-c a33 -d TWI0 -r TWI_LCR -p SDA_STATE = 0, (default=1)
-c a33 -d TWI0 -r TWI_LCR -p SCL_CTL = 0, (default=1)
-c a33 -d TWI0 -r TWI_LCR -p SCL_CTL_EN = 0, (default=0)
-c a33 -d TWI0 -r TWI_LCR -p SDA_CTL = 0, (default=1)
-c a33 -d TWI0 -r TWI_LCR -p SDA_CTL_EN = 0, (default=0)
-c a33 -d TWI0 -r TWI_DVFSCR -p MS_PRIORITY = 0, (default=0)
-c a33 -d TWI0 -r TWI_DVFSCR -p CPU_BUSY_SET = 0, (default=0)
-c a33 -d TWI0 -r TWI_DVFSCR -p DVFC_BUSY_SET = 0, (default=0)
-c a33 -d Timer -r TMR_IRQ_EN_REG -p TMR1_IRQ_EN = 0, (default=0)
-c a33 -d Timer -r TMR_IRQ_EN_REG -p TMR0_IRQ_EN = 1, (default=0)
-c a33 -d Timer -r TMR_IRQ_STA_REG -p TMR1_IRQ_PEND = 1, (default=0)
-c a33 -d Timer -r TMR_IRQ_STA_REG -p TMR0_IRQ_PEND = 0, (default=0)
-c a33 -d Timer -r TMR0_CTRL_REG -p TMR0_MODE = 0, (default=0)
-c a33 -d Timer -r TMR0_CTRL_REG -p TMR0_CLK_PRES = 0, (default=0)
-c a33 -d Timer -r TMR0_CTRL_REG -p  = 0, (default=2)
-c a33 -d Timer -r TMR0_CTRL_REG -p  = 0, (default=4)
-c a33 -d Timer -r TMR0_CTRL_REG -p  = 0, (default=8)
-c a33 -d Timer -r TMR0_CTRL_REG -p  = 0, (default=50)
-c a33 -d Timer -r TMR0_CTRL_REG -p  = 0, (default=100)
-c a33 -d Timer -r TMR0_CTRL_REG -p TMR0_CLK_SRC = 1, (default=1)
-c a33 -d Timer -r TMR0_CTRL_REG -p TMR0_RELOAD = 0, (default=0)
-c a33 -d Timer -r TMR0_CTRL_REG -p TMR0_EN = 0, (default=0)
-c a33 -d Timer -r TMR0_INTV_VALUE_REG -p TMR0_INTV_VALUE = 4294967295, (default=0)
-c a33 -d Timer -r TMR0_CUR_VALUE_REG -p TMR0_CUR_VALUE = 4136035591, (default=0)
-c a33 -d Timer -r TMR1_CTRL_REG -p TMR1_MODE = 0, (default=0)
-c a33 -d Timer -r TMR1_CTRL_REG -p TMR1_CLK_PRES = 0, (default=0)
-c a33 -d Timer -r TMR1_CTRL_REG -p  = 0, (default=2)
-c a33 -d Timer -r TMR1_CTRL_REG -p  = 0, (default=4)
-c a33 -d Timer -r TMR1_CTRL_REG -p  = 0, (default=8)
-c a33 -d Timer -r TMR1_CTRL_REG -p  = 0, (default=50)
-c a33 -d Timer -r TMR1_CTRL_REG -p  = 0, (default=100)
-c a33 -d Timer -r TMR1_CTRL_REG -p TMR1_CLK_SRC = 1, (default=1)
-c a33 -d Timer -r TMR1_CTRL_REG -p TMR1_RELOAD = 0, (default=0)
-c a33 -d Timer -r TMR1_CTRL_REG -p TMR1_EN = 1, (default=0)
-c a33 -d Timer -r TMR1_INTV_VALUE_REG -p TMR1_INTV_VALUE = 4294967295, (default=0)
-c a33 -d Timer -r TMR1_CUR_VALUE_REG -p TMR1_CUR_VALUE = 1685653318, (default=0)
-c a33 -d Timer -r AVS_CNT_CTL_REG -p AVS_CNT1_PS = 0, (default=0)
-c a33 -d Timer -r AVS_CNT_CTL_REG -p AVS_CNT0_PS = 0, (default=0)
-c a33 -d Timer -r AVS_CNT_CTL_REG -p AVS_CNT1_EN = 0, (default=0)
-c a33 -d Timer -r AVS_CNT_CTL_REG -p AVS_CNT0_EN = 0, (default=0)
-c a33 -d Timer -r AVS_CNT0_REG -p AVS_CNT0 = 0, (default=0)
-c a33 -d Timer -r AVS_CNT1_REG -p AVS_CNT1 = 0, (default=0)
-c a33 -d Timer -r AVS_CNT_DIV_REG -p AVS_CNT1_D = 1499, (default=1499)
-c a33 -d Timer -r AVS_CNT_DIV_REG -p AVS_CNT0_D = 1499, (default=1499)
-c a33 -d Timer -r WDOG0_IRQ_EN_REG -p WDOG0_IRQ_EN = 0, (default=0)
-c a33 -d Timer -r WDOG0_IRQ_STA_REG -p WDOG0_IRQ_PEND = 0, (default=0)
-c a33 -d Timer -r WDOG0_CTRL_REG -p WDOG0_RSTART = 0, (default=0)
-c a33 -d Timer -r WDOG0_CFG_REG -p WDOG0_CONFIG = 1, (default=1)
-c a33 -d Timer -r WDOG0_MODE_REG -p WDOG0_INTV_VALUE = 0, (default=0)
-c a33 -d Timer -r WDOG0_MODE_REG -p WDOG0_EN = 0, (default=0)
-c a33 -d USB_HCI0 -r CAPLENGTH -p CAPLENGTH = 0, (default=16)
-c a33 -d USB_HCI0 -r HCIVERSION -p HCIVERSION = 0, (default=256)
-c a33 -d USB_HCI0 -r HCSPARAMS -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSPARAMS -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSPARAMS -p NumberofCompanionController = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSPARAMS -p NumberofPortperCompanionController = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSPARAMS -p PortRoutingRules = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSPARAMS -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCCPARAMS -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCCPARAMS -p EHCIExtendedCapabilitiesPointer = 0, (default=0)
-c a33 -d USB_HCI0 -r HCCPARAMS -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCCPARAMS -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p InterruptThresholdControl = 0, (default=8)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p LightHostControllerReset = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p InterruptonAsyncAdvanceDoorbell = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p AsynchronousScheduleEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p PeriodicScheduleEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p HostControllerReset = 0, (default=0)
-c a33 -d USB_HCI0 -r HCSP_PORTROUTE -p Run = 0, (default=0)
-c a33 -d USB_HCI0 -r USBSTS -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r USBSTS -p AsynchronousScheduleStatus = 0, (default=0)
-c a33 -d USB_HCI0 -r USBSTS -p PeriodicScheduleStatus = 0, (default=0)
-c a33 -d USB_HCI0 -r USBSTS -p Reclamation = 0, (default=0)
-c a33 -d USB_HCI0 -r USBSTS -p HCHalted = 0, (default=1)
-c a33 -d USB_HCI0 -r USBSTS -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r USBINTR -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r USBINTR -p InterruptonAsyncAdvanceEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r USBINTR -p HostSystemErrorEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r USBINTR -p FrameListRolloverEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r USBINTR -p PortChangeInterruptEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r USBINTR -p USBErrorInterruptEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r USBINTR -p USBInterruptEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r FRINDEX -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r FRINDEX -p FrameIndex = 0, (default=0)
-c a33 -d USB_HCI0 -r PERIODICLISTBASE -p BaseAddress = 0
-c a33 -d USB_HCI0 -r ASYNCLISTADDR -p LinkPointer = 0
-c a33 -d USB_HCI0 -r ASYNCLISTADDR -p Reserved = 0
-c a33 -d USB_HCI0 -r CONFIGFLAG -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r CONFIGFLAG -p ConfigureFlag = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p WakeonDisconnectEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p WakeonConnectEnable = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p PortTestControl = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p PortOwner = 0, (default=1)
-c a33 -d USB_HCI0 -r PORTSC -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p LineStatus = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p Reserved = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p PortReset = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p Suspend = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p ForcePortResume = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p Over = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p PortEnabled = 0, (default=0)
-c a33 -d USB_HCI0 -r PORTSC -p CurrentConnectStatus = 0, (default=0)
-c a33 -d USB_HCI0 -r HcRevision -p 0x00Reserved = 0
-c a33 -d USB_HCI0 -r HcRevision -p 0x00Reserved = 0
-c a33 -d USB_HCI0 -r HcCommandStatus -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcCommandStatus -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcInterruptStatus -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcInterruptEnableRegister -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcInterruptDisableRegister -p 0x00Reserved = 0
-c a33 -d USB_HCI0 -r HcHCCA -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcFmRemaining -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcFmNumber -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcRhPortStatus -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcRhPortStatus -p 0x0Reserved = 0
-c a33 -d USB_HCI0 -r HcRhPortStatus -p 0x0Reserved = 0
